name,age,gender,year,course,sleeping_time,wake_time,study_hours_per_day,diet,cleanliness,noise_tolerance,guest_freq,introvert_extrovert,study_time,friends_in_room
Aqsa Bharadwaj,19,Female,2nd year,Computer Science,9:30 PM,5:30 AM,5,veg,2,3,sometimes,3,morning,No
Shubhanshi Prajapati,18,Male,1st year,Electrical Engineering,10:30 PM,6:00 AM,4,veg,4,3,sometimes,2,morning,No
Mahesh Kothari,18,Female,1st year,Chemistry,3:00 AM,10:30 AM,5,nonveg,2,2,never,1,night,No
Akanksha Kavi,20,Female,3rd year,Biology,1:00 AM,9:30 AM,3,nonveg,4,4,sometimes,4,night,No
Faraz Chandran,18,Male,1st year,Chemistry,3:00 AM,10:30 AM,5,nonveg,4,3,sometimes,3,night,Yes
Naveen Gurubhaiye,19,Male,2nd year,Mechanical Engineering,10:30 PM,5:00 AM,6,nonveg,3,2,sometimes,1,morning,No
Faraz Chirag,19,Male,2nd year,Electrical Engineering,11:00 PM,6:30 AM,2,veg,4,4,never,3,afternoon,No
Shazia Lamba,19,Male,3rd year,Biology,11:00 PM,6:30 AM,5,nonveg,4,4,never,4,afternoon,Yes
Chandrasekhara Warsi,21,Female,3rd year,Biology,12:00 AM,8:30 AM,4,eggetarian,3,5,often,5,afternoon,Yes
Ashwani Azmi,18,Female,1st year,English Literature,11:00 PM,7:30 AM,5,veg,2,3,never,2,morning,No
Himadri Bhatnagar,19,Female,2nd year,Chemistry,12:30 AM,8:00 AM,6,veg,5,3,never,1,night,No
Shazia Theratipally,19,Female,2nd year,English Literature,11:00 PM,6:00 AM,4,nonveg,1,2,sometimes,3,afternoon,No
Bhavesh Keshari,21,Female,4th year,Biology,12:00 AM,8:00 AM,4,veg,2,3,sometimes,4,afternoon,Yes
Kaustubh Vashisth,18,Male,2nd year,Mechanical Engineering,12:00 AM,7:30 AM,5,eggetarian,2,5,sometimes,4,afternoon,Yes
Priyal Sarma,18,Male,1st year,Business Administration,2:00 AM,11:00 AM,3,nonveg,2,4,often,4,night,Yes
Shivani Sareen,18,Female,1st year,Chemistry,10:30 PM,7:30 AM,4,nonveg,2,4,often,3,morning,Yes
Vamsi Kasniya,19,Female,2nd year,Biology,12:30 AM,8:00 AM,3,nonveg,4,5,often,5,night,Yes
Vartika Sarma,21,Female,4th year,Biology,3:30 AM,10:00 AM,1,eggetarian,2,5,often,4,night,No
Omkant Aggrawal,20,Male,3rd year,Business Administration,12:00 AM,9:00 AM,4,no_pref,3,3,sometimes,3,afternoon,No
Saddam Jadhav,21,Male,4th year,Psychology,11:00 PM,7:00 AM,3,nonveg,2,3,sometimes,5,afternoon,Yes
Sangeeta Adhaulia,21,Female,4th year,Psychology,12:30 AM,8:30 AM,4,veg,2,4,sometimes,3,afternoon,No
Satyarth Bajpai,19,Female,2nd year,Business Administration,12:30 AM,8:00 AM,7,nonveg,4,3,never,2,afternoon,No
Joshika Afsar,18,Non-binary,2nd year,Electrical Engineering,11:00 PM,6:30 AM,5,nonveg,4,1,often,2,morning,Yes
Uday Aftab,21,Female,3rd year,Psychology,12:30 AM,7:00 AM,4,veg,2,2,never,2,night,No
Kalpana Praveenchand,20,Female,2nd year,Biology,9:30 PM,5:00 AM,2,nonveg,4,4,never,3,morning,No
Hartesh Bugalia,18,Male,2nd year,Mechanical Engineering,12:30 AM,8:30 AM,4,veg,2,5,often,4,night,Yes
Mitika Gill,20,Male,3rd year,Chemistry,1:00 AM,8:00 AM,3,veg,3,4,sometimes,5,night,No
Tuhina Nagraj,21,Male,4th year,Psychology,12:00 AM,7:00 AM,3,nonveg,4,4,often,4,afternoon,Yes
Sameer Dev,21,Male,4th year,Chemistry,10:00 PM,6:00 AM,3,eggetarian,1,2,sometimes,3,afternoon,Yes
Dushyant Maddeshiya,20,Male,4th year,Mechanical Engineering,11:30 PM,9:00 AM,5,veg,4,2,often,3,afternoon,Yes
Vedanti Iqbal,17,Male,1st year,Computer Science,10:30 PM,4:30 AM,7,nonveg,5,2,sometimes,1,morning,No
Snigdha Saxena,20,Male,3rd year,Biology,12:00 AM,7:30 AM,4,veg,4,3,sometimes,4,afternoon,No
Mrithyunjay Attraa,18,Female,1st year,Chemistry,2:00 AM,8:30 AM,4,veg,3,4,often,3,night,Yes
Arun Chaubey,19,Female,2nd year,Psychology,11:30 PM,6:00 AM,3,nonveg,4,4,often,5,afternoon,No
Mandeep Gurjar,18,Female,1st year,Chemistry,10:00 PM,5:00 AM,2,nonveg,3,4,sometimes,5,morning,Yes
Jeyahar Asthana,21,Male,4th year,Psychology,10:00 PM,5:00 AM,3,nonveg,4,4,sometimes,4,morning,Yes
Vibhanshu Nasreen,19,Male,2nd year,Business Administration,12:30 AM,7:00 AM,3,veg,3,4,sometimes,4,afternoon,Yes
Amrutha Dutt,18,Male,1st year,Chemistry,10:00 PM,5:00 AM,3,veg,4,2,never,1,morning,No
Anshika Mohandas,18,Female,1st year,English Literature,12:00 AM,8:00 AM,4,nonveg,2,3,often,3,afternoon,Yes
Tanish Samdharshni,20,Male,3rd year,Computer Science,11:00 PM,6:30 AM,2,nonveg,3,4,sometimes,3,morning,No
Madhusudan Omkar,19,Female,2nd year,Mathematics,12:30 AM,8:00 AM,3,nonveg,4,5,sometimes,4,night,Yes
Nihal Kidwai,19,Male,2nd year,Electrical Engineering,1:00 AM,7:00 AM,7,nonveg,4,3,sometimes,3,night,Yes
Kartikeya Durgavansh,19,Female,1st year,Electrical Engineering,10:30 PM,6:00 AM,9,nonveg,4,3,sometimes,2,morning,No
Vikram Aggrawal,18,Male,1st year,Electrical Engineering,11:00 PM,6:30 AM,4,veg,4,2,sometimes,1,morning,No
Sanjit Malviya,19,Female,2nd year,Business Administration,3:00 AM,11:00 AM,1,veg,4,4,sometimes,4,night,Yes
Sharique Agrahari,19,Female,2nd year,Computer Science,1:00 AM,9:30 AM,6,nonveg,3,3,sometimes,4,night,Yes
Samriddhi Chandran,20,Male,2nd year,Chemistry,1:30 AM,9:00 AM,2,nonveg,3,5,sometimes,4,night,Yes
Naseer Khobragade,20,Male,2nd year,Computer Science,12:00 AM,8:00 AM,4,veg,2,4,sometimes,3,afternoon,No
Sarath Nandakumar,18,Male,1st year,Business Administration,10:30 PM,5:30 AM,5,nonveg,2,3,sometimes,1,morning,No
Wasil Jawed,19,Male,2nd year,Computer Science,2:00 AM,9:00 AM,4,nonveg,3,3,sometimes,3,night,Yes
Sanskriti Ganapathy,22,Female,4th year,Mechanical Engineering,11:00 PM,6:30 AM,5,nonveg,4,3,sometimes,1,morning,No
Ateequa Bhorkhade,22,Female,4th year,Chemistry,1:00 AM,8:30 AM,4,nonveg,3,1,sometimes,3,night,Yes
Amarnath Chary,20,Female,3rd year,Psychology,12:30 AM,7:00 AM,4,no_pref,3,2,never,3,night,Yes
Unnati Lavudya,19,Male,2nd year,Electrical Engineering,10:30 PM,6:00 AM,4,veg,4,2,sometimes,3,morning,Yes
Pardhuman Suri,19,Male,1st year,Psychology,11:00 PM,7:00 AM,8,veg,4,4,sometimes,2,night,No
Swati Srivastav,20,Female,3rd year,Psychology,11:00 PM,8:00 AM,4,nonveg,3,3,sometimes,1,afternoon,Yes
Sasi Yadav,20,Female,3rd year,English Literature,10:30 PM,7:00 AM,4,nonveg,4,2,never,2,morning,No
Anubhuti Johari,19,Non-binary,2nd year,Mechanical Engineering,10:00 PM,5:00 AM,5,veg,2,4,often,3,afternoon,Yes
Govindam Rai,21,Female,4th year,English Literature,2:00 AM,10:00 AM,3,no_pref,3,5,often,4,night,Yes
Vishesh Warsi,22,Female,4th year,Psychology,11:00 PM,6:30 AM,3,nonveg,3,2,never,3,afternoon,No
Yogesh Baranwal,18,Female,1st year,Biology,10:30 PM,6:00 AM,6,veg,2,2,never,2,morning,No
Arunlal Gangwar,19,Female,2nd year,Biology,1:00 AM,8:00 AM,5,veg,3,2,never,1,night,No
Arsalan Athar,18,Male,1st year,Biology,11:30 PM,9:00 AM,2,veg,3,5,sometimes,4,night,Yes
Amarnath Nandakumar,21,Male,4th year,Electrical Engineering,12:00 AM,6:30 AM,3,veg,4,4,often,5,night,Yes
Sonu Grover,21,Male,4th year,Mathematics,2:00 AM,9:30 AM,2,veg,5,3,sometimes,5,night,Yes
Prajal Dhaulakhandi,19,Female,2nd year,Psychology,2:00 AM,8:30 AM,3,veg,3,3,never,1,night,No
Devanshu Bhadauria,18,Male,1st year,Computer Science,9:30 PM,5:30 AM,7,nonveg,2,2,never,2,morning,No
Shariq Samaddar,21,Non-binary,4th year,Psychology,11:30 PM,6:00 AM,4,nonveg,4,3,sometimes,3,afternoon,Yes
Rizwa Chavan,20,Female,4th year,Biology,1:30 AM,9:00 AM,6,veg,3,4,sometimes,5,night,No
Manju Sonkar,21,Female,4th year,Psychology,2:30 AM,11:30 AM,3,veg,4,3,sometimes,4,night,No
Meenal Manchikanti,18,Female,1st year,Mathematics,11:00 PM,7:00 AM,8,nonveg,3,3,never,2,morning,No
Inabat Garud,18,Male,1st year,Electrical Engineering,10:30 PM,7:00 AM,5,nonveg,2,2,never,1,morning,No
Garima Quraishi,20,Male,3rd year,Business Administration,10:30 PM,6:30 AM,2,no_pref,3,1,sometimes,1,morning,Yes
Babli Ganapathy,18,Male,1st year,Electrical Engineering,1:30 AM,9:30 AM,3,veg,4,3,never,3,night,No
Yash Kanchhal,18,Female,1st year,Biology,12:30 AM,7:30 AM,7,nonveg,3,4,sometimes,2,night,No
Shakti Malwan,18,Male,1st year,Computer Science,12:00 AM,9:00 AM,6,veg,3,2,never,2,afternoon,No
Yashovardhan Vishal,19,Female,2nd year,Mechanical Engineering,12:30 AM,9:00 AM,5,nonveg,3,4,often,4,afternoon,Yes
Hasni Baghel,19,Male,1st year,Mathematics,11:00 PM,6:00 AM,3,veg,2,3,sometimes,1,morning,No
Raunak Zehra,21,Male,4th year,Electrical Engineering,10:30 PM,5:30 AM,5,eggetarian,4,3,sometimes,3,morning,No
Arvind Kori,20,Female,3rd year,Mathematics,2:30 AM,8:30 AM,1,nonveg,3,5,often,5,night,No
Digraj Sharma,20,Male,3rd year,Biology,2:30 AM,10:00 AM,4,veg,3,4,often,3,night,Yes
Nethaji Yaddanapudi,20,Female,3rd year,Psychology,11:30 PM,6:30 AM,2,nonveg,4,2,never,2,morning,No
Vidya Kothari,18,Female,1st year,Chemistry,3:00 AM,10:00 AM,4,nonveg,4,4,often,4,night,Yes
Mudita Kishor,21,Female,4th year,Mathematics,10:00 PM,4:30 AM,4,eggetarian,2,4,sometimes,3,afternoon,Yes
Shirjon Khare,19,Female,2nd year,Biology,10:30 PM,6:00 AM,1,no_pref,2,4,often,4,afternoon,Yes
Subash Suman,21,Male,4th year,Electrical Engineering,10:30 PM,6:00 AM,5,nonveg,4,2,sometimes,2,morning,No
Sreelakshmi Joseph,21,Male,4th year,Biology,12:30 AM,6:30 AM,4,veg,3,3,sometimes,3,afternoon,Yes
Jag Alam,19,Female,2nd year,Chemistry,10:00 PM,4:30 AM,6,vegan,1,3,sometimes,3,afternoon,Yes
Amar Ranjan,21,Female,4th year,Mathematics,2:00 AM,10:30 AM,4,nonveg,3,3,sometimes,3,night,No
Moosvi Bais,20,Female,3rd year,Computer Science,2:00 AM,9:30 AM,4,nonveg,3,2,never,1,night,No
Sonu Pereddy,20,Male,4th year,Electrical Engineering,1:00 AM,8:30 AM,5,veg,3,4,sometimes,5,night,No
Dimpal Sugathan,18,Male,1st year,English Literature,12:30 AM,7:30 AM,4,no_pref,4,4,often,5,night,No
Shrey Jivani,20,Female,2nd year,Mathematics,2:00 AM,10:00 AM,6,nonveg,5,3,sometimes,3,night,No
Ravinderpreet Bajpai,21,Female,4th year,Chemistry,1:00 AM,9:00 AM,6,veg,3,2,never,2,night,No
Shaileja Tandon,21,Female,4th year,Biology,11:30 PM,7:30 AM,3,nonveg,5,5,never,4,afternoon,No
Rajiv Rao,20,Non-binary,3rd year,Mechanical Engineering,9:00 PM,4:00 AM,7,veg,4,2,never,2,morning,No
Arihant Hasija,18,Male,2nd year,Chemistry,11:00 PM,6:30 AM,7,nonveg,3,2,never,1,morning,No
Varnit Vilas,20,Male,3rd year,Mechanical Engineering,1:00 AM,8:00 AM,6,nonveg,3,3,never,3,night,No
Lakshya Shekhar,20,Male,3rd year,Psychology,2:00 AM,10:30 AM,1,veg,2,4,often,5,night,Yes
Samarth Jain,22,Female,4th year,Mathematics,11:00 PM,6:00 AM,2,no_pref,3,3,sometimes,3,afternoon,Yes
Faizan Shahi,21,Male,4th year,English Literature,10:30 PM,8:00 AM,7,nonveg,3,1,never,1,morning,No
Sarthak Choudhary,18,Female,1st year,English Literature,11:30 PM,7:00 AM,4,veg,4,3,sometimes,3,afternoon,Yes
Manvendra Jadhav,19,Female,2nd year,Business Administration,1:00 AM,9:00 AM,7,veg,2,2,never,2,night,No
Sanjit Mehra,20,Female,2nd year,Biology,2:00 AM,9:30 AM,3,no_pref,3,4,sometimes,5,night,Yes
Unnati Kisshan,23,Male,4th year,Psychology,11:30 PM,7:00 AM,3,nonveg,4,3,sometimes,3,afternoon,Yes
Shravya Mangla,21,Female,4th year,Electrical Engineering,10:30 PM,5:00 AM,1,nonveg,3,4,sometimes,3,morning,No
Siddhesh Kaushik,19,Female,2nd year,Computer Science,11:00 PM,7:30 AM,4,nonveg,3,3,often,3,morning,Yes
Purnima Masood,19,Female,2nd year,Chemistry,2:00 AM,10:00 AM,5,veg,5,2,never,2,night,No
Sreelakshmi Kasniya,19,Male,2nd year,Electrical Engineering,11:00 PM,6:30 AM,4,nonveg,2,3,sometimes,3,afternoon,No
Madan Mehra,18,Male,1st year,Electrical Engineering,2:00 AM,10:00 AM,5,nonveg,3,3,never,2,night,No
Astha Chitranshi,18,Female,1st year,English Literature,12:00 AM,7:00 AM,4,vegan,4,3,sometimes,1,night,No
Nivedita Sasanka,18,Female,1st year,Business Administration,1:30 AM,8:00 AM,3,veg,2,4,sometimes,3,night,Yes
Hitesh Kochar,20,Male,3rd year,Business Administration,9:30 PM,5:30 AM,4,veg,5,3,sometimes,3,morning,Yes
Shashank Trivedi,21,Female,4th year,English Literature,11:00 PM,8:00 AM,6,nonveg,3,3,sometimes,2,afternoon,No
Kshitij Shankdhar,19,Male,1st year,Psychology,12:00 AM,8:00 AM,1,veg,2,3,sometimes,4,afternoon,Yes
Dushyant Chechani,20,Male,3rd year,Mathematics,12:30 AM,8:30 AM,3,veg,2,2,sometimes,3,afternoon,No
Mridul Manchanda,21,Female,3rd year,Psychology,11:30 PM,7:00 AM,4,nonveg,5,1,never,2,night,No
Dolly Gite,18,Female,1st year,Mathematics,11:00 PM,6:30 AM,6,nonveg,4,2,sometimes,1,morning,No
Akarshita Sah,18,Male,1st year,Computer Science,10:00 PM,5:30 AM,5,eggetarian,4,2,never,1,morning,No
Chiranjeev Taneja,21,Male,4th year,Chemistry,10:30 PM,5:30 AM,2,vegan,3,3,never,3,morning,No
Yash Azam,19,Female,2nd year,Business Administration,1:00 AM,7:30 AM,5,veg,3,3,never,1,night,No
Meet Mohandas,21,Female,4th year,English Literature,12:30 AM,7:30 AM,7,nonveg,2,1,never,2,afternoon,No
Avinash Mahmood,18,Female,2nd year,Biology,3:00 AM,11:00 AM,4,nonveg,4,3,sometimes,3,night,Yes
Yukti Dohrey,18,Male,1st year,Mechanical Engineering,11:30 PM,8:00 AM,3,nonveg,2,5,often,4,afternoon,Yes
Chandrasekhara Kapoor,19,Non-binary,2nd year,Biology,9:30 PM,4:30 AM,3,no_pref,3,2,sometimes,3,afternoon,Yes
Kunaal Baghel,19,Female,3rd year,Chemistry,10:00 PM,5:00 AM,5,veg,3,3,often,3,afternoon,Yes
Tanish Dutt,18,Non-binary,2nd year,Mathematics,9:00 PM,5:00 AM,5,eggetarian,3,3,sometimes,2,morning,No
Babli Shrivas,21,Male,4th year,Biology,10:30 PM,6:00 AM,5,nonveg,2,2,never,2,morning,No
Monika Sutariya,18,Male,1st year,Mechanical Engineering,11:00 PM,5:30 AM,6,eggetarian,3,2,never,2,afternoon,No
Madhav Agrahari,20,Male,2nd year,Mechanical Engineering,12:00 AM,7:30 AM,4,nonveg,4,3,sometimes,3,afternoon,No
Shivakumar Ruqaiya,20,Female,3rd year,Psychology,12:00 AM,8:00 AM,2,veg,2,2,sometimes,3,afternoon,Yes
Renu Waybhase,20,Male,2nd year,Biology,10:00 PM,5:30 AM,7,vegan,3,1,sometimes,1,morning,No
Omhari Gaur,21,Non-binary,3rd year,Psychology,10:30 PM,6:00 AM,4,nonveg,3,2,never,3,morning,Yes
Pradeep Tejaswini,21,Female,4th year,English Literature,11:00 PM,6:30 AM,6,veg,2,3,never,1,afternoon,No
Sahiti Krishna,21,Female,4th year,Chemistry,10:00 PM,6:00 AM,3,veg,3,3,sometimes,3,morning,Yes
Anshika Raza,21,Female,4th year,Electrical Engineering,11:30 PM,7:30 AM,5,no_pref,3,2,often,1,morning,Yes
Swapnil Nasreen,19,Male,2nd year,Electrical Engineering,1:00 AM,8:30 AM,2,veg,2,3,often,5,night,Yes
Hartesh Kalra,21,Male,4th year,Electrical Engineering,10:30 PM,6:00 AM,5,veg,4,2,never,2,morning,No
Jagadeesh Keshari,19,Male,2nd year,Mathematics,2:30 AM,10:30 AM,4,nonveg,3,3,sometimes,1,night,No
Avinash Shiromani,19,Male,2nd year,Electrical Engineering,1:00 AM,8:00 AM,4,veg,4,4,sometimes,5,night,Yes
Preeti Prabhu,20,Male,3rd year,Psychology,11:00 PM,6:30 AM,3,no_pref,3,5,sometimes,4,afternoon,No
Niranjan Bugalia,21,Male,4th year,Mechanical Engineering,12:00 AM,8:30 AM,3,nonveg,4,3,often,3,night,Yes
Balbir Dutta,20,Male,2nd year,Business Administration,10:30 PM,7:00 AM,4,nonveg,1,2,sometimes,2,morning,No
Nithisha Kumari,19,Non-binary,2nd year,Mechanical Engineering,11:00 PM,7:00 AM,5,nonveg,4,2,often,3,morning,Yes
Devdarshdeep Durgavansh,21,Female,3rd year,Chemistry,2:00 AM,10:30 AM,4,veg,4,5,sometimes,3,night,No
Hasni Gujrati,20,Male,3rd year,Biology,11:30 PM,8:00 AM,3,no_pref,3,2,never,3,afternoon,No
Imaduddeen Nandanwar,21,Female,3rd year,English Literature,10:30 PM,6:30 AM,5,veg,3,4,sometimes,1,morning,No
Gargi Preetham,18,Female,1st year,Psychology,10:00 PM,6:00 AM,3,eggetarian,3,2,sometimes,2,morning,No
Subhashis Gurjar,20,Male,4th year,Mechanical Engineering,3:00 AM,11:00 AM,2,no_pref,3,4,often,5,night,Yes
Thirukural Rathore,21,Male,3rd year,Electrical Engineering,12:30 AM,7:00 AM,6,veg,3,4,sometimes,3,night,No
Satendra Jodha,18,Female,1st year,Mathematics,12:30 AM,8:00 AM,6,nonveg,5,3,sometimes,2,night,Yes
Vidhi Dadarwal,19,Male,1st year,Business Administration,11:00 PM,6:30 AM,4,nonveg,3,2,sometimes,2,afternoon,No
Karishma Haokip,20,Male,3rd year,Electrical Engineering,12:00 AM,7:30 AM,5,veg,2,3,sometimes,5,afternoon,Yes
Sekhar Nischal,20,Male,3rd year,Electrical Engineering,10:30 PM,7:00 AM,2,nonveg,3,5,sometimes,3,morning,No
Navin Sarma,20,Male,3rd year,Mechanical Engineering,1:00 AM,8:30 AM,4,nonveg,4,4,often,4,night,No
Digvijay Zehra,18,Male,1st year,Electrical Engineering,11:00 PM,6:30 AM,5,veg,4,5,often,5,afternoon,Yes
Raghav Maheshwari,19,Female,2nd year,Biology,1:30 AM,9:30 AM,6,vegan,2,3,sometimes,2,night,Yes
Himani Praveenchand,19,Male,1st year,Mathematics,10:00 PM,6:00 AM,3,nonveg,5,5,sometimes,4,morning,Yes
Parth Virani,19,Female,3rd year,Biology,10:30 PM,6:00 AM,4,nonveg,3,2,sometimes,3,afternoon,Yes
Ranjeet Chowdhury,18,Male,1st year,Mechanical Engineering,12:30 AM,9:30 AM,3,nonveg,4,3,often,3,afternoon,Yes
Utkarsh Sarnobat,20,Male,3rd year,English Literature,12:00 AM,7:00 AM,3,veg,2,3,sometimes,3,afternoon,Yes
Rahul Mukherjee,23,Male,4th year,Computer Science,11:30 PM,7:00 AM,5,nonveg,2,3,often,4,afternoon,Yes
Sumit Sasidharan,20,Female,3rd year,Business Administration,11:30 PM,7:30 AM,4,nonveg,3,3,sometimes,3,afternoon,No
Ronit Sasidharan,20,Female,3rd year,Psychology,10:30 PM,5:30 AM,4,nonveg,2,2,sometimes,1,morning,No
Shaileja Chowdhury,19,Female,2nd year,Psychology,10:30 PM,5:30 AM,5,veg,4,1,sometimes,2,morning,No
Kaushiki Dubey,21,Female,4th year,Psychology,12:00 AM,8:30 AM,4,nonveg,2,3,sometimes,3,afternoon,No
Sujan Mehta,20,Female,3rd year,Biology,12:00 AM,6:30 AM,3,nonveg,4,4,sometimes,3,afternoon,Yes
Sravan Trivedi,19,Male,2nd year,Biology,11:30 PM,8:00 AM,3,veg,4,3,sometimes,3,afternoon,Yes
Neharika Reddy,20,Male,3rd year,Biology,10:00 PM,8:00 AM,6,nonveg,4,2,never,2,morning,Yes
Yashwanth Dohrey,18,Female,1st year,Psychology,11:30 PM,7:30 AM,3,veg,2,3,sometimes,3,afternoon,Yes
Shruti Putta,18,Male,2nd year,Electrical Engineering,12:00 AM,8:00 AM,5,veg,2,2,sometimes,3,night,Yes
Vilas Swain,20,Male,3rd year,Computer Science,11:00 PM,7:00 AM,2,eggetarian,3,3,never,3,afternoon,No
Umme Hanif,19,Male,3rd year,Mechanical Engineering,2:00 AM,9:30 AM,1,nonveg,4,3,often,4,night,Yes
Ambuj Dubey,21,Female,4th year,English Literature,12:00 AM,5:30 AM,3,veg,3,1,sometimes,3,afternoon,No
Abhijit Adhaulia,18,Male,1st year,Chemistry,12:30 AM,8:00 AM,4,nonveg,2,5,often,3,afternoon,Yes
Shyamal Gurjar,18,Male,1st year,Mathematics,12:30 AM,9:00 AM,5,nonveg,3,3,sometimes,1,night,No
Madhusudan Vishwakarma,19,Female,2nd year,Business Administration,12:30 AM,8:30 AM,4,nonveg,2,4,sometimes,4,night,Yes
Sarthak Pathak,18,Male,1st year,Chemistry,2:30 AM,9:30 AM,3,veg,2,4,sometimes,4,night,No
Sourav Govil,21,Male,4th year,Biology,1:30 AM,8:30 AM,3,nonveg,5,2,sometimes,3,night,Yes
Udbhav Theratipally,18,Male,1st year,English Literature,11:00 PM,5:30 AM,3,veg,4,4,often,3,morning,Yes
Shubhankar Aishwary,21,Male,4th year,Business Administration,10:00 PM,6:00 AM,2,no_pref,4,4,often,4,morning,No
Rakhee Sarnobat,20,Male,3rd year,Psychology,10:30 PM,6:30 AM,3,nonveg,2,4,sometimes,3,morning,Yes
Nisha Jay,18,Female,2nd year,Chemistry,11:00 PM,5:00 AM,4,nonveg,3,3,often,5,morning,Yes
Kavya Agrahari,21,Female,4th year,Psychology,11:30 PM,8:30 AM,2,veg,3,3,often,5,afternoon,No
Udisha Durgavansh,21,Male,4th year,Mathematics,10:30 PM,5:30 AM,3,nonveg,3,5,sometimes,5,morning,Yes
Ravisankar Sain,20,Male,3rd year,Biology,12:00 AM,8:30 AM,3,nonveg,4,3,sometimes,5,night,Yes
Suresh Chaurasiya,19,Male,2nd year,Chemistry,12:30 AM,9:00 AM,1,eggetarian,4,4,often,4,afternoon,Yes
Mubasshira Sinha,21,Female,4th year,Chemistry,10:30 PM,6:30 AM,3,nonveg,3,4,often,4,morning,Yes
Suman Narayan,18,Male,1st year,Electrical Engineering,12:00 AM,9:00 AM,2,nonveg,3,2,sometimes,4,afternoon,Yes
Kiran Prasad,18,Non-binary,2nd year,Business Administration,1:30 AM,8:30 AM,7,nonveg,2,3,sometimes,2,night,No
Ratan Bano,21,Female,4th year,English Literature,10:00 PM,6:00 AM,7,nonveg,3,1,never,1,morning,No
Deepa Waykos,21,Female,4th year,Biology,1:30 AM,8:00 AM,1,eggetarian,2,3,sometimes,4,night,Yes
Gurvansh Jeykumaran,21,Female,4th year,English Literature,3:00 AM,10:30 AM,1,nonveg,4,5,often,4,night,Yes
Divyaraj Dhaka,20,Male,3rd year,English Literature,2:00 AM,8:30 AM,3,veg,3,5,sometimes,5,night,No
Azmi Mani,19,Non-binary,2nd year,Psychology,11:00 PM,6:00 AM,4,nonveg,3,2,sometimes,2,afternoon,No
Furqan Kwatra,21,Female,4th year,Chemistry,2:00 AM,9:30 AM,3,nonveg,4,3,sometimes,3,night,Yes
Shubhanshi Khatri,18,Male,1st year,Computer Science,3:00 AM,11:00 AM,5,nonveg,4,3,never,2,night,No
Shivanshi Kannaujia,20,Male,4th year,Electrical Engineering,10:30 PM,6:30 AM,4,nonveg,2,2,never,2,morning,No
Aditya Sonawane,17,Female,1st year,English Literature,11:30 PM,5:30 AM,6,nonveg,3,2,never,1,morning,No
Aparsha Agrawal,21,Male,4th year,Biology,10:30 PM,5:30 AM,4,eggetarian,3,3,sometimes,3,morning,No
Ganesh Ashraf,17,Female,1st year,Electrical Engineering,11:00 PM,6:00 AM,5,veg,5,3,sometimes,2,morning,No
Riya Nandakumar,21,Male,4th year,Chemistry,11:00 PM,6:30 AM,6,no_pref,2,4,sometimes,2,afternoon,No
Prashant Sutariya,20,Female,3rd year,Mathematics,2:00 AM,10:00 AM,4,nonveg,2,2,sometimes,3,night,No
Aswathy Khandelwal,20,Male,3rd year,Computer Science,12:30 AM,8:00 AM,2,veg,4,3,often,5,night,Yes
Pawan Ganapathy,20,Female,3rd year,Computer Science,10:30 PM,7:00 AM,1,nonveg,4,4,never,4,afternoon,No
Swarnava Mathur,19,Male,3rd year,Computer Science,1:00 AM,9:00 AM,6,nonveg,3,2,sometimes,2,night,No
Suyash Dutt,21,Male,4th year,Chemistry,11:00 PM,6:30 AM,2,no_pref,2,2,never,1,morning,No
Avanish Kidwai,20,Male,3rd year,Mathematics,2:00 AM,9:00 AM,3,eggetarian,1,1,never,1,night,No
Jag Mathur,19,Female,2nd year,English Literature,1:30 AM,8:30 AM,9,nonveg,3,1,sometimes,1,night,Yes
Shaad Kanchhal,20,Female,2nd year,Business Administration,11:30 PM,6:00 AM,5,nonveg,2,4,never,2,morning,No
Jivani Soni,20,Male,3rd year,Computer Science,10:00 PM,6:30 AM,5,nonveg,4,3,never,1,morning,No
Pradosh Shenoy,21,Female,4th year,Biology,2:30 AM,9:30 AM,5,nonveg,3,4,never,1,night,No
Tavish Praveenchand,18,Male,1st year,Chemistry,2:00 AM,10:00 AM,8,nonveg,3,1,sometimes,2,night,No
Yatharth Singhania,19,Male,1st year,English Literature,11:00 PM,6:30 AM,7,veg,4,3,sometimes,3,morning,No
Shalin Vilas,22,Male,4th year,Chemistry,1:30 AM,9:30 AM,6,veg,4,2,never,1,night,No
Ashit Khokhar,18,Female,1st year,Psychology,2:00 AM,9:00 AM,6,nonveg,4,5,sometimes,4,night,Yes
Apurv Aleem,18,Female,1st year,Computer Science,11:00 PM,6:30 AM,3,nonveg,3,4,sometimes,3,morning,Yes
Vikram Rawlani,18,Non-binary,1st year,Psychology,10:00 PM,6:00 AM,7,veg,2,2,never,1,morning,No
Tavish Quadiri,21,Male,4th year,Electrical Engineering,11:00 PM,6:00 AM,2,nonveg,4,4,often,3,morning,Yes
Anushi Meghwal,20,Female,3rd year,Mechanical Engineering,11:30 PM,7:00 AM,3,nonveg,5,3,often,4,afternoon,No
Nishant Chechani,20,Male,3rd year,Computer Science,11:30 PM,8:00 AM,5,nonveg,4,2,sometimes,2,morning,Yes
Karishma Afreen,21,Non-binary,4th year,Psychology,11:00 PM,5:00 AM,3,nonveg,4,2,sometimes,3,afternoon,No
